from,to,cost
6225985,25593,10.931
27423,7527730,6.388
7415745,4375,8.649
14958,3529592,10.111
27537,24406,8.826
20150,14443,8.853
8990,42035,4.64
5035449,80675,7.826
1373560,7232403,7.807
9719300,7042108,5.34
1528092,17855,5.695
18988,9734880,7.611
4535162,7297858,9.953
96741,14958,7.356
6007,21121,5.655
7507518,17307,4.506
61190,132,4.957
7977336,42035,5.0
9565000,7970030,4.466
9905855,9527826,7.108
14688,7271247,7.285
6941206,1358316,4.734
7196,4447190,5.002
70610,19453,8.308
18961,18988,4.163
9193642,18198,8.537
22689,16734,5.398
59102,22689,6.305
13447,5720,7.043
17876,10090,5.662
15032,9193677,7.291
9193464,29890,8.916
3209,17811,4.656
7679050,5321468,8.316
15563,9053069,7.311
7193670,4403,7.514
73075,7839804,4.548
9564853,53,7.229
9193677,9193677,4.163
8133,1375717,9.845
7466315,7635010,5.315
130389,1360604,5.747
18198,3151,7.032
19496,7685920,8.268
19542,7970021,7.529
16233,31941,5.388
8648,3195,5.663
7779771,23906,8.621
9921389,41143,7.326
7543298,17884,7.421
9215891,7141840,6.357
15415,6941206,6.895
9207775,11790,10.248
25119,23248,6.534
7689993,7178379,4.275
9905855,1374680,11.392
139238,28525,4.657
7381182,9794948,5.993
21741,6873332,4.261
6700,9745980,4.641
4839,5711819,5.811
39228,22616,10.221
12831,13579,5.582
14370,1482505,8.173
7909322,9032240,8.373
7860471,7117515,6.37
7797036,1358316,4.953
11746,6379915,5.534
25429,9564861,9.98
9564853,8254,4.553
9078673,9427554,5.071
9686177,14451,9.638
7347928,9053069,7.019
6033822,47333,10.044
8133,3201,4.613
18880,9867651,6.54
9193464,10239,9.539
5711819,4400,4.863
7686790,2788,8.139
4375,3077,7.552
7690126,28688,6.785
7376596,9817123,4.347
5364213,9111867,9.739
9671820,9317627,4.634
9146946,188980,6.586
12735,9078673,7.961
7914512,7165536,7.506
9207775,20087,9.118
21768,24805,9.187
6670,17259,5.408
9537252,1524348,8.827
8672,9367136,4.779
9909893,3743,11.845
61190,15563,8.062
25119,14958,9.712
7983883,1528092,6.589
30292,8254,4.315
6033822,6237,6.139
9398937,13030,9.216
5363,2232,11.601
17803,4404,5.089
6407889,4226348,5.847
21807,9789138,4.763
9772677,7685920,5.631
9366083,12272,5.657
1367072,7543298,5.976
16640,7531362,6.189
17361,47333,10.846
9424598,9000020,9.658
45685,2965712,8.516
73075,7703457,4.89
11495,8247,4.365
3585905,7768869,5.381
15415,4400,7.44
10146,6653618,7.257
6090206,8788,4.476
4535162,6237,5.419
1376616,8982,5.818
17855,4805712,9.592
22545,15520,6.969
9921389,9772677,7.617
13514,9776370,4.263
9835148,17861,4.819
12730,7716770,6.943
9817123,6103634,11.527
13030,2658,8.926
2591332,152323,7.223
34606,7690126,7.739
3151,1378724,8.33
23906,7970021,4.794
30236,27340,10.468
12272,2781484,8.292
9367136,7686811,4.781
9705236,5607094,6.353
9835458,9670386,8.104
OS,16925,2.857
3741192,30292,4.427
7218,5362822,5.877
4105885,41752,9.652
7925662,17861,4.734
22689,4347390,11.356
24562,45556,11.321
18689,7925662,4.735
9519319,24805,9.337
27472,9559973,8.187
19100,16925,7.246
31976,14688,7.367
9559973,9146962,7.881
5035449,7948115,7.65
7464010,6653618,6.422
1790,9215670,8.553
7886284,44030,10.518
1635,9512691,12.119
12377,1369385,7.438
7530935,27154,8.582
9772812,9099875,9.309
6725953,7297858,9.978
7703260,4236580,6.751
9867651,16608,6.9
7886284,22616,10.221
6237,7439873,5.247
12735,9750541,8.212
11304,9347186,7.306
9146962,24503,10.102
9921389,1373900,7.116
39713,19542,8.803
18961,7969961,8.073
7915624,9772812,4.848
17259,17027,8.47
40053,44030,8.073
20150,9186212,6.116
5321468,9225749,8.531
4618,1376152,7.442
14451,15520,8.247
17787,6946879,7.489
5364213,3503526,4.926
39507,27154,8.286
3585905,9569766,6.142
14308,16411,5.336
20397,9111867,6.754
9758593,9842373,7.643
7710020,45507,5.616
11819,9007822,9.593
5404711,7042108,5.256
1790,13,9.66
30090,3202,6.749
16195,24430,8.759
29384,7519672,5.527
6941206,13,9.436
7042108,7983883,4.914
1600,9281177,11.306
8907,10339,5.014
7531362,7703457,8.476
27423,17361,6.293
9413243,9789200,4.984
14958,20397,8.107
28797,39725,8.953
3611,9743464,5.353
16734,4519876,5.934
39507,9705236,7.357
5317886,5959,5.432
28184,30292,6.769
9346910,18988,8.872
96741,5556937,5.179
9745980,157023,4.36
15962,9758593,8.588
10146,9372946,5.847
7768869,4563409,5.205
8443,9347186,7.817
40053,20828,8.106
30276,18961,7.926
3671461,9053069,6.071
17736,9367136,7.257
1167510,10170,5.058
70610,9193464,10.812
1358316,7994320,9.189
3195,9844511,7.68
24406,7464010,7.76
9763449,5607094,6.425
27423,9074015,6.056
19569,3151,7.458
9427554,4359,8.601
7811152,17329,6.938
21540,10090,5.074
5193,3201,5.595
1374656,12377,8.046
1376152,7686790,4.864
9641,20117,6.315
30276,18287,6.908
396,2201,7.205
9926062,20370,6.567
7697554,15962,7.889
9575820,17426,7.608
7635010,9303235,5.432
9193677,19658,7.802
4447190,45685,8.316
4404,9296,4.818
24805,6767486,10.697
7839804,12831,9.572
31941,7464010,5.936
4105885,17736,8.334
4805712,7377444,9.963
7855362,6653618,7.591
2399,3077,7.82
4563409,7529279,5.785
6610,3271,11.705
6742,355763,4.874
7878826,3195,4.606
1374656,7659652,8.13
17361,9841083,7.365
18467,9239685,4.795
17361,7634994,7.762
9789138,6157,4.918
13030,13170,4.625
12730,20052,6.312
6941206,7416717,9.422
8788,9073973,5.115
18215,22616,8.245
6946879,7519672,5.003
7347936,7974698,8.162
9734880,705187,12.025
3209,42035,5.208
5089549,7703317,7.686
48097,4404,8.114
237,40053,8.194
7685890,9835440,8.807
16608,16640,4.88
27154,2591332,8.434
8250,7543298,5.127
3657469,9519319,9.692
4403,7415702,4.548
11495,2364,11.903
3189317,15415,6.817
9631810,3310,10.76
6742,7347928,8.271
9193642,20397,8.626
21547,7969961,4.274
9322531,9291474,4.456
11622,7994125,5.078
7659652,8254,7.208
9329781,6800467,10.056
7945256,1488120,9.001
9186212,20265,4.801
80675,7587,5.829
9708685,27448,11.046
9303189,1167510,4.384
19569,19658,5.006
9155490,8247,5.006
9474960,9758593,8.341
14966,9215891,6.347
45483,4404,6.045
3585905,2781484,7.588
5089549,355763,4.858
2364,7347936,5.926
9564810,16925,4.499
7531362,9239685,8.26
3201,6033822,5.228
9101446,5550,5.269
8982,7531362,7.851
7690126,44912,8.017
1369385,45556,10.47
6379915,30632,5.225
638560,9600876,5.699
9745980,7703317,7.978
355763,2658,9.947
11746,7994125,4.853
14427,7659652,7.647
3151,2788,8.732
17787,9447342,7.004
9569766,17803,5.111
7165536,21741,7.712
7117515,7522452,5.374
19496,9564861,7.448
9908978,30236,5.406
17566,20095,9.384
26514,31976,9.195
29742,29890,4.778
45685,7697554,6.387
3645940,8443,4.882
21008,13927,8.67
7007175,10146,5.579
9193642,31941,7.213
26514,30287,7.388
4618,6157,7.707
4359,21540,8.21
4226348,22545,6.523
7507518,191,4.414
9329781,4400,5.236
24503,18880,7.737
21540,9215670,8.363
5320,7710011,5.913
2781484,9825096,7.666
10242,11622,6.503
14427,15067,5.184
157023,7697554,9.782
7047096,6653618,6.991
7969961,7716770,7.318
39228,19127,9.26
OD,9835440,3.71
23906,21547,4.7
12377,27162,6.059
18287,9641,6.325
7165536,9867651,8.303
4839,7855362,6.425
CB,7751524,2.857
6610,6157,4.55
9317627,25402,9.692
4447190,10146,4.697
6785,19897,9.931
9074015,9272690,5.662
15717,14308,8.202
8648,9686177,9.676
8443,9071407,9.681
13684,6873332,9.755
27537,6767486,7.329
19534,9776370,7.428
13420,5035449,6.869
1370626,19127,6.662
19534,17787,6.626
6727468,6946879,5.964
31089,1373900,4.763
2781956,9329781,5.661
7185545,27000,5.887
3719,2205,5.573
7797036,7703260,6.839
21008,653080,5.691
7710020,17803,4.334
7970030,9443819,4.658
132,9745980,5.082
3107558,7915624,7.277
10090,7974698,6.424
61190,45483,5.45
15563,7531362,5.944
7232403,6103537,9.791
7855362,7925662,4.91
12272,7635010,5.649
20400,9703810,7.246
17417,22487,5.276
7634994,17884,7.677
2860,9411275,5.708
2399,1635,6.177
19950,9705236,4.953
7258321,22606,7.232
9835148,9457224,5.14
9239685,9598,4.515
9670386,16608,4.872
6742,8443,4.863
9772812,4359,7.669
13170,7690126,8.065
27050,42035,6.928
7464010,24562,8.881
4359,9473700,7.604
7983883,9686177,9.112
7710020,27423,4.975
7860471,6157,5.308
152323,9193553,4.536
4403,9825096,4.543
25429,7855508,9.825
20346,45556,11.73
7977336,13170,9.701
17566,7587,8.129
7970030,14834,7.573
21008,3151,4.836
17566,8990,6.501
58394,8443,5.968
2534,4359,6.804
9215670,9687564,6.306
9418989,7751524,5.768
27154,7970030,8.032
19496,1369385,8.252
9111654,7525460,9.632
48097,9291474,7.194
355763,9835148,4.84
9670386,70610,8.148
21089,5053,4.528
3189317,16802,6.695
12735,9193642,10.35
9569766,73075,5.528
5089549,6725953,5.0
29742,1371665,6.228
16233,9111867,4.447
7271247,25240,9.676
8672,9073973,5.218
7703317,16608,7.031
5362822,7948115,5.479
20150,9111867,6.323
17803,9457224,4.858
3657469,6873332,9.651
9193090,9187669,5.771
16802,16233,7.587
17788,9517910,6.19
22098,9143793,8.976
CB,9022228,2.857
5053,9686177,8.828
83399,143359,7.717
24570,27057,7.927
7258321,9900411,4.163
6929,6103588,7.148
29384,4809220,4.782
3743,9872426,6.931
18880,16411,5.039
1358316,39713,5.934
27537,7525460,8.053
9366083,9743464,8.911
6741339,18961,7.696
9193677,3657469,9.136
17027,9564861,8.83
83399,1376616,6.852
26194,1899,5.898
1182323,7304,5.214
9367136,19542,9.051
1394045,13170,5.085
22606,9772677,4.518
20630,20346,7.779
9641,9143793,9.483
15825,27340,10.978
7543298,7635010,4.368
9443819,1141902,5.092
6103634,9411275,7.143
9186212,27006,10.785
3743,9411275,6.796
1378767,20630,6.602
14969,3657469,5.241
9842373,7970021,7.416
9866060,13447,8.92
638560,13170,9.123
28525,1382438,8.985
9143793,1371266,7.219
7218,157,4.573
14443,3675009,11.198
7635010,21807,4.936
21774,8788,4.33
1370626,9007822,7.286
446947,7710020,5.009
9794948,7839804,4.926
16802,7042108,7.793
9687564,7779771,10.885
13684,7525460,9.807
26247,25240,10.538
7994257,17803,7.939
21807,6785,4.604
4224701,2763,8.445
9835148,7768869,5.082
1046659,15826,8.936
21008,24430,7.027
27448,9514902,7.96
24406,20095,6.233
7855494,7811152,5.022
355763,7983883,5.267
20795,1604694,6.362
28688,9296,5.106
9909893,157023,4.59
12730,9705236,6.88
OD,4105885,3.71
5607094,9474960,5.335
9366083,9303189,5.027
23248,20150,7.179
17787,19658,5.725
11746,80675,7.088
15822,34606,6.848
22606,7185545,4.642
6742,9686177,9.899
7185545,9564934,4.284
3877256,8133,4.862
31100,7970021,5.339
44030,9317627,4.163
14451,20095,8.79
14958,24805,10.409
21008,25119,7.705
7193670,17876,7.413
9569766,560,4.912
12735,21547,8.942
7271247,9514902,7.169
22545,45523,5.644
9074015,9719300,5.573
1150294,27537,5.117
14354,19950,9.036
5556937,7914512,8.628
3189317,169846,4.526
5193,47333,11.055
7529279,1376616,4.702
9296,12831,9.909
1371266,9905855,8.095
9193464,9564934,10.067
8133,21774,4.256
15563,7522452,8.053
7635010,7797036,4.598
21089,39228,7.422
24406,9758593,8.946
31762,44030,5.275
7129,30632,6.519
5607094,9564853,5.618
9519319,25348,6.251
9794948,3503526,4.972
6759009,27472,8.13
9322450,15825,9.507
7353626,7768869,5.699
9517910,7634994,4.945
6208169,1371665,5.139
19534,40053,5.047
7909390,1428,4.735
44912,9053069,8.37
7855494,2776880,5.92
CB,16357,2.857
7710020,3209,4.832
1373650,14370,8.836
17736,9329781,7.887
18215,7697554,8.677
638560,9833510,5.467
7047096,34606,6.61
15962,17259,7.654
1367072,9303235,7.127
9705163,9372946,5.671
1167510,6727468,6.2
15067,14969,6.048
7948115,9447342,9.121
6785,9347186,8.239
3611,7994257,6.359
16233,9346910,7.243
7297858,57851,7.661
21008,1378724,8.645
70610,2965712,7.854
9719300,4375,8.38
7855362,9322531,4.983
18287,14931,6.043
15849,7686790,8.258
638560,2658,8.752
14354,7855508,9.406
15823,31089,4.687
7042108,9909893,5.049
7855494,9794948,4.711
7297858,7193670,7.921
14308,9638857,6.232
5460,7510,6.593
25402,1428,8.493
19720,728535,5.006
7117515,9836209,4.525
14969,14931,6.726
9866060,355763,4.793
3195,7811152,5.832
9772812,17861,5.18
3719,7381182,9.186
9564934,25593,9.858
9427554,169846,4.335
9207775,9427554,8.042
7587,7686811,6.322
9692517,9598,4.887
18467,7521871,4.6
7703457,5550,5.181
2186,9398937,6.611
7909381,3529592,10.022
3151,20828,4.615
7525460,9564861,4.561
139238,20784,8.569
20397,14443,9.284
6157,1377302,11.146
9000020,12730,9.89
7703317,5035449,7.988
25348,21768,6.251
20370,1374680,7.973
21741,24058,4.928
7703317,9193090,8.125
7886284,9074015,7.744
4839,59102,6.922
83399,7811152,7.439
9225749,7970021,6.563
4394,21089,4.3
9007822,14958,7.119
13323,9071407,6.449
1363964,2781484,7.404
7254830,22487,4.756
45507,7531362,6.764
7915624,6727468,5.945
4563409,15563,7.722
OD,3202,3.71
157023,9185470,4.83
30632,8443,4.593
18467,15962,7.611
6379915,12998,9.831
27000,19569,8.441
22616,1378767,4.564
7519672,45507,5.86
7751524,9734880,7.098
9564810,9565000,4.881
1167510,9835458,7.243
6670,9185470,5.478
9737308,20784,6.014
1167510,6941206,4.561
21089,12272,5.654
15415,8247,7.032
7878826,13420,6.539
1600,6929,4.163
45483,3195,6.563
17884,9926062,10.144
9527826,27154,5.87
9329781,7117515,5.632
17426,17426,4.163
4805712,13323,5.73
18961,21768,7.988
9193391,7994206,4.383
7635010,1790,4.833
9366083,6033822,4.718
157023,7994257,8.424
9598,2763,10.587
11495,9272690,6.231
45483,638560,5.064
45507,30632,6.334
9418989,9743464,9.016
7685920,19615,8.159
45556,27154,8.975
9303235,5959,5.926
3225143,21764,4.745
7271247,24694,11.278
9835458,7634994,8.708
45599,19534,7.587
7047096,2776880,4.651
20370,16411,4.781
11495,4403,5.137
7129,22689,5.796
7855362,9600876,4.571
7797036,5711819,4.37
4394,1367072,6.377
21768,9474960,4.175
5959,75272,5.474
5364213,5550,5.737
17094,30276,8.48
9346910,5124417,7.555
16608,9758593,7.134
9812105,11790,5.07
681164,7685920,9.843
7977336,8133,4.723
27537,45599,7.818
15822,7415788,7.517
9844511,11444,5.756
251,19720,7.308
7909322,45558,6.89
7697554,7994206,8.828
9207775,9758593,7.975
130389,12377,7.003
9866060,7543298,4.163
45599,3657469,9.802
27154,9193464,8.973
3503526,7878826,5.647
4600,4400,7.194
7685912,15822,8.617
19542,9641,6.667
4519876,9155490,5.647
1367072,75272,6.895
9317627,5321468,9.878
5975,1375717,9.718
5363,3503526,5.944
21540,1376616,5.296
75272,6700,4.936
28967,20795,4.958
7914512,30276,7.703
24430,20397,8.063
27006,7258321,6.554
25119,5607094,8.233
SD,9833510,2.857
9686177,3657469,9.125
2788,18910,5.815
22225,7659652,7.319
7254830,45558,5.713
9836209,7994257,7.298
9565000,22606,4.382
22474,7909381,8.079
7415788,56502,7.883
73075,1528092,5.686
188980,1150294,5.998
9866060,8443,4.781
9111654,12733,6.515
OS,9789138,2.857
9921389,9564934,7.582
2909,2338530,11.214
7716770,22606,7.476
9367136,11746,4.437
27057,96741,6.191
5035449,107,7.32
16195,16675,4.887
9490493,19720,7.344
7717407,9216073,4.519
9877045,7439873,7.863
31762,251,5.51
3568229,9921389,7.277
20630,7970021,6.506
6237,19712,8.599
1376616,2364,11.062
1141902,14958,7.686
9750550,12998,9.574
42035,638560,5.053
OD,9543414,3.71
4359,4815700,9.066
8254,21121,5.935
58394,34606,6.539
22474,27472,8.99
13323,2658,9.311
11304,17855,5.436
17027,9207775,7.716
9427554,57851,6.995
4224701,9789200,6.185
1167510,9366083,5.122
5053,7686790,5.413
7587,5720,7.393
4809220,42035,4.257
21540,3671461,5.167
59102,7716770,8.82
8990,6237,5.102
7679050,49913,4.994
18880,9443819,6.505
7970021,18287,7.167
9638857,14206,8.672
9772812,2763,9.975
14206,9215891,7.505
9835458,41752,6.458
1790,5364213,4.943
9413243,19897,10.131
1374656,24562,4.73
9638857,9193642,5.856
7717407,6741339,6.505
8443,4394,5.164
19720,9565000,7.879
29742,1373153,5.366
18467,9569766,5.08
39228,9921389,7.972
9146962,8254,7.472
9366083,21764,5.641
20370,29665,6.919
16438,16675,4.967
123838,18988,8.837
9564810,96741,4.615
6727468,7522452,5.746
1376152,18471,4.782
9418989,6670,5.279
1373226,39725,10.198
3209,9825096,4.68
4563409,5317886,5.165
SD,9050868,2.857
1376616,17876,7.559
9750550,9469486,5.676
6407889,9517910,4.163
1371266,31941,7.213
4236580,6090206,4.399
7909306,9900411,10.99
20400,16357,7.066
7703457,4563409,5.211
6090206,7466315,5.233
7860471,15822,8.192
9272690,7232403,8.812
6941206,25533,4.696
1371266,9146946,6.981
25348,41279,10.395
9053069,45685,7.255
3195,9079254,5.756
49913,1360604,7.624
6907733,22606,6.977
45507,7338872,4.357
7297858,26194,11.452
5035449,3568229,11.086
75272,15563,8.0
2965712,24694,11.057
9193642,27000,4.801
6122,45685,7.182
9078673,9329781,4.522
14443,30292,8.045
7703260,251,10.144
9737308,9900411,4.163
6407889,10170,5.424
8982,39713,4.831
27423,9187669,6.112
21540,17835,8.593
15823,27537,7.652
40053,3645940,8.141
9833510,9789138,4.755
7686811,7522452,5.127
9490493,10239,4.624
169846,12272,4.812
7685920,27340,6.343
9517910,73075,4.689
9805192,44030,7.729
12735,7415761,8.318
3225143,9835148,4.163
9474960,14958,7.168
9537252,7878036,10.904
11790,9543414,7.377
5124417,14370,7.522
169846,3225143,4.688
7415761,2364,11.389
SD,9708685,2.857
6742,2781484,7.83
16734,9427554,4.979
9705163,5193,5.658
7855508,30292,4.278
9111654,9303235,6.666
7521871,17788,5.887
9835148,7300816,4.976
9457224,44912,9.759
446947,9719300,4.904
9598,6725953,4.454
8133,143359,4.548
9517910,9193090,4.658
41143,9559973,5.031
9490493,24147,4.631
9705236,7685912,6.641
45685,7196,8.214
7914512,3741192,7.64
25593,9837094,9.382
OD,9692517,3.71
9825096,9207775,7.754
9734880,7886284,5.154
9322450,184969,8.949
7686811,9367136,4.766
9866060,11444,5.607
7716770,9670386,4.163
7185545,7716770,7.621
7855362,17876,5.663
21741,7914512,7.595
9402225,1023,4.163
21768,9215891,7.116
1369717,7897944,5.722
7635010,13447,9.168
24503,96741,6.818
9745980,9296,4.5
7531362,3743,11.378
7839804,15849,8.645
1635,2763,9.262
5053,5711819,4.764
1374680,22606,5.814
45523,10146,4.669
18880,9193642,8.311
123838,27472,11.215
9794948,169846,4.633
19658,24406,8.278
19534,5607094,6.636
29890,7897936,6.623
7925662,15962,7.07
1370626,45599,5.046
21807,9099875,9.305
9239685,5775655,4.676
9143793,30155,10.661
2534,1367072,7.511
7415702,17094,8.499
7522452,7527730,7.365
7686790,58394,5.742
21547,14451,8.27
9641,27340,7.881
7886284,9111867,8.076
7415788,27488,6.892
6800467,7994320,4.751
14958,7970021,7.191
4226348,4359,6.635
9346910,1482505,8.477
8443,7797036,4.678
6610,10146,5.158
22225,9905855,9.929
OD,9322531,3.71
7751524,1167510,5.312
7137,17788,7.276
9106464,23906,4.901
39713,8788,5.056
7994320,2781484,7.217
3585905,7710020,5.337
4224701,17788,7.731
17803,16734,4.713
